NUM,Pot,TreatmentGroup,Exp1Group,Plant,Date1,Height1,Date2,Height2,Notes2,Date3,Height3,Notes3,Date4,Height4,Notes4,Date5,Height5,Notes5,Date6,Height6,Notes6,Date7,Height7,Notes7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,175,19,5,Privet,14/10/2023,6,14/11/2023,11,,12/08/2023,15,,19/01/2024,16,,19/02/2024,20,,19/03/2024,27,,20/04/2024,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,203,7,7,Manuka Sapling,12/10/2023,,14/11/2023,,,12/08/2023,,,19/01/2024,,,19/02/2024,,,19/03/2024,,,20/04/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,203,7,7,Wattle,14/10/2023,,14/11/2023,,,12/08/2023,,,19/01/2024,,,19/02/2024,,,19/03/2024,,,20/04/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,203,7,7,Wattle,14/10/2023,,14/11/2023,,,12/08/2023,,,19/01/2024,,,19/02/2024,,,19/03/2024,,,20/04/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,203,7,7,Wattle,14/10/2023,,14/11/2023,,,12/08/2023,,,19/01/2024,,,19/02/2024,,,19/03/2024,,,20/04/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,235,8,8,Manuka Sapling,11/09/2023,98,14/11/2023,98,,12/08/2023,99.5,dead,19/01/2024,98,dead,19/02/2024,110,mostly dead,19/03/2024,93,dead,20/04/2024,94,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,235,8,8,Privet,14/10/2023,25.5,14/11/2023,44,,12/08/2023,45,,19/01/2024,61.5,,19/02/2024,72,dead,19/03/2024,78,,20/04/2024,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,235,8,8,Privet,14/10/2023,35,14/11/2023,54,,12/08/2023,56,,19/01/2024,67,,19/02/2024,79,,19/03/2024,77,,20/04/2024,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,235,8,8,Privet,14/10/2023,42,14/11/2023,35.5,,12/08/2023,36.5,,19/01/2024,57,,19/02/2024,66,,19/03/2024,69,,20/04/2024,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,218,19,5,Manuka Sapling,12/10/2023,115,14/11/2023,124,,12/08/2023,125,,19/01/2024,124,,19/02/2024,121,mostly dead,19/03/2024,113,dead,20/04/2024,113,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,218,19,5,Manuka Seedling,14/10/2023,47,14/11/2023,48,,12/08/2023,46.5,,19/01/2024,47,,19/02/2024,46,,19/03/2024,46,mostly dead,20/04/2024,47,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,218,19,5,Wattle,14/10/2023,19.5,14/11/2023,21.5,,12/08/2023,29,,19/01/2024,41,,19/02/2024,50,,19/03/2024,51,,20/04/2024,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,218,19,5,Privet,14/10/2023,35,14/11/2023,46,,12/08/2023,49,,19/01/2024,72,,19/02/2024,110,,19/03/2024,116,,20/04/2024,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,186,13,3,Manuka Sapling,12/10/2023,80.5,14/11/2023,94,,12/08/2023,105,,19/01/2024,109,,19/02/2024,109,,19/03/2024,109,,20/04/2024,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,186,13,3,Manuka Seedling,14/10/2023,51,14/11/2023,51.5,,12/08/2023,51,,19/01/2024,65,,19/02/2024,68,,19/03/2024,69,,20/04/2024,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,186,13,3,Privet,14/10/2023,19,14/11/2023,20,,12/08/2023,24.5,,19/01/2024,38,,19/02/2024,50,,19/03/2024,57.5,,20/04/2024,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,186,13,3,Nightshade,14/10/2023,21.5,14/11/2023,23.5,,12/08/2023,25,,19/01/2024,29,,19/02/2024,39,,19/03/2024,42,,20/04/2024,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,96,18,4,Manuka Sapling,12/10/2023,122,14/11/2023,127,,12/08/2023,126.5,,19/01/2024,130,,19/02/2024,130.5,,19/03/2024,129.5,dead,20/04/2024,126.5,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,96,18,4,Manuka Seedling,14/10/2023,38,14/11/2023,42,,12/08/2023,44,,19/01/2024,52,,19/02/2024,56,,19/03/2024,58,,20/04/2024,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,96,18,4,Wattle,14/10/2023,15,14/11/2023,15,,12/08/2023,15.5,,19/01/2024,,,19/02/2024,14,,19/03/2024,13,dead,20/04/2024,11,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,96,18,4,Nightshade,14/10/2023,20,14/11/2023,27.5,,12/08/2023,37,,19/01/2024,34,,19/02/2024,42,,19/03/2024,46,,20/04/2024,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,124,11,2,Manuka Sapling,11/09/2023,89,14/11/2023,90,mostly dead,12/08/2023,88.5,dead,19/01/2024,86,dead,19/02/2024,87,dead,19/03/2024,84,dead,20/04/2024,83,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,124,11,2,Wattle,14/10/2023,16.5,14/11/2023,13.5,,12/08/2023,12,,19/01/2024,14.5,,19/02/2024,18.5,,19/03/2024,23,,20/04/2024,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,124,11,2,Privet,14/10/2023,13,14/11/2023,22.5,,12/08/2023,28.5,,19/01/2024,44,,19/02/2024,49,,19/03/2024,57.5,,20/04/2024,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,124,11,2,Nightshade,14/10/2023,14,14/11/2023,14,,12/08/2023,15,,19/01/2024,17,,19/02/2024,17,,19/03/2024,19,,20/04/2024,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,130,12,2,Manuka Sapling,12/10/2023,108,14/11/2023,110.5,,12/08/2023,110,,19/01/2024,112,,19/02/2024,110,,19/03/2024,109.5,,20/04/2024,110.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,130,12,2,Wattle,11/09/2023,25,14/11/2023,25,,12/08/2023,26,,19/01/2024,29,,19/02/2024,31,,19/03/2024,32,,20/04/2024,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,130,12,2,Privet,14/10/2023,22,14/11/2023,28,,12/08/2023,32,,19/01/2024,43,,19/02/2024,55,,19/03/2024,64.5,,20/04/2024,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,130,12,2,Nightshade,14/10/2023,13,14/11/2023,13.5,,12/08/2023,14.5,,19/01/2024,19,,19/02/2024,25,,19/03/2024,31,,20/04/2024,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,182,19,5,Manuka Sapling,12/10/2023,105.5,14/11/2023,105,,12/08/2023,107,,19/01/2024,116,,19/02/2024,121.5,,19/03/2024,122.5,,20/04/2024,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,182,19,5,Manuka Seedling,14/10/2023,38,14/11/2023,40,,12/08/2023,42,,19/01/2024,43,,19/02/2024,46,,19/03/2024,44,,20/04/2024,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,182,19,5,Wattle,11/09/2023,55,14/11/2023,53,,12/08/2023,52,,19/01/2024,54,,19/02/2024,50,mostly dead,19/03/2024,46,dead,20/04/2024,45,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,182,19,5,Privet,14/10/2023,42,14/11/2023,48,,12/08/2023,54.5,,19/01/2024,61,,19/02/2024,72,,19/03/2024,82,,20/04/2024,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,74,15,3,Manuka Sapling,12/10/2023,113,14/11/2023,116,,12/08/2023,116.5,,19/01/2024,118,,19/02/2024,122,,19/03/2024,117,,20/04/2024,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,74,15,3,Manuka Seedling,12/10/2023,42.5,14/11/2023,45,,12/08/2023,51.5,,19/01/2024,64,,19/02/2024,71,,19/03/2024,78,,20/04/2024,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,74,15,3,Privet,12/10/2023,11,14/11/2023,13,,12/08/2023,20.5,,19/01/2024,36,,19/02/2024,42,,19/03/2024,43,,20/04/2024,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,74,15,3,Nightshade,12/10/2023,13,14/11/2023,13,,12/08/2023,9,,19/01/2024,23,,19/02/2024,26,,19/03/2024,32,,20/04/2024,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,110,13,3,Manuka Sapling,11/09/2023,112,14/11/2023,110.5,,12/08/2023,111.5,,19/01/2024,132.5,,19/02/2024,139,,19/03/2024,140,,20/04/2024,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,110,13,3,Manuka Seedling,11/09/2023,39,14/11/2023,39,,12/08/2023,38,,19/01/2024,39,,19/02/2024,38,,19/03/2024,37,,20/04/2024,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,110,13,3,Privet,11/09/2023,40.5,14/11/2023,41.5,,12/08/2023,42,,19/01/2024,61.5,,19/02/2024,75.5,,19/03/2024,83,,20/04/2024,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,110,13,3,Nightshade,11/09/2023,28,14/11/2023,30,,12/08/2023,35,,19/01/2024,38,,19/02/2024,39,,19/03/2024,39.5,,20/04/2024,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,225,7,7,Manuka Sapling,12/10/2023,111,14/11/2023,114.5,,12/08/2023,123.5,,19/01/2024,134,,19/02/2024,135,,19/03/2024,136.5,,20/04/2024,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,225,7,7,Wattle,14/10/2023,18,14/11/2023,18,,12/08/2023,14.5,mostly dead,19/01/2024,16,dead,19/02/2024,15,dead,19/03/2024,15,dead,20/04/2024,15,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,225,7,7,Wattle,14/10/2023,32,14/11/2023,32,,12/08/2023,36,,19/01/2024,60,,19/02/2024,59,,19/03/2024,63,,20/04/2024,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,225,7,7,Wattle,11/09/2023,,14/11/2023,30,from 93,12/08/2023,27.5,,19/01/2024,30,,19/02/2024,37,,19/03/2024,40,,20/04/2024,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,51,16,4,Manuka Sapling,12/10/2023,132,14/11/2023,131.5,,12/08/2023,139,,19/01/2024,168,,19/02/2024,189,,19/03/2024,192,,20/04/2024,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,51,16,4,Manuka Seedling,14/10/2023,40,14/11/2023,44,,12/08/2023,47,,19/01/2024,55,,19/02/2024,55,,19/03/2024,55,,20/04/2024,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,51,16,4,Wattle,11/09/2023,,14/11/2023,40,dead,12/08/2023,41.5,,19/01/2024,40.5,dead,19/02/2024,40,dead,19/03/2024,40,dead,20/04/2024,40,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,51,16,4,Nightshade,14/10/2023,56,14/11/2023,65.5,,12/08/2023,63,,19/01/2024,68,,19/02/2024,69,,19/03/2024,64,,20/04/2024,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,122,4,4,Manuka Sapling,12/10/2023,98,14/11/2023,99,,12/08/2023,94.5,,19/01/2024,100,,19/02/2024,103.5,,19/03/2024,102,,20/04/2024,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,122,4,4,Manuka Seedling,14/10/2023,33,14/11/2023,30,,12/08/2023,39,,19/01/2024,40,,19/02/2024,39.5,,19/03/2024,41,,20/04/2024,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,122,4,4,Wattle,14/10/2023,32,14/11/2023,35.5,,12/08/2023,35,,19/01/2024,53,,19/02/2024,63,,19/03/2024,69,,20/04/2024,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,122,4,4,Nightshade,14/10/2023,20,14/11/2023,32,,12/08/2023,24.5,,19/01/2024,29.5,,19/02/2024,28,,19/03/2024,30,,20/04/2024,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,135,11,2,Manuka Sapling,12/10/2023,88,14/11/2023,105.5,,12/08/2023,105.5,,19/01/2024,112,,19/02/2024,108,,19/03/2024,119,,20/04/2024,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,135,11,2,Wattle,14/10/2023,49.5,14/11/2023,51,,12/08/2023,49,,19/01/2024,53,,19/02/2024,50,,19/03/2024,50,,20/04/2024,53,slugged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,135,11,2,Privet,14/10/2023,19,14/11/2023,24.5,,12/08/2023,27,,19/01/2024,32,,19/02/2024,37,,19/03/2024,38,,20/04/2024,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,135,11,2,Nightshade,14/10/2023,18.5,14/11/2023,18.5,,12/08/2023,20,,19/01/2024,20,,19/02/2024,20,,19/03/2024,21,,20/04/2024,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,73,7,7,Manuka Sapling,12/10/2023,49,14/11/2023,54.5,,12/08/2023,58,,19/01/2024,68.5,,19/02/2024,72,,19/03/2024,74,,20/04/2024,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,73,7,7,Wattle,11/09/2023,20,14/11/2023,22,,12/08/2023,19,,19/01/2024,19,dead,19/02/2024,,"dead, fell out",19/03/2024,20,dead,20/04/2024,21,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,73,7,7,Wattle,11/09/2023,15.5,14/11/2023,16.5,,12/08/2023,14,,19/01/2024,13,dead,19/02/2024,,"dead, fell out",19/03/2024,13,dead,20/04/2024,36.5,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,73,7,7,Wattle,11/09/2023,,14/11/2023,40,from 202,12/08/2023,41,,19/01/2024,40.5,dead,19/02/2024,36,dead,19/03/2024,39.5,dead,20/04/2024,18.5,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,27,3,3,Manuka Sapling,12/10/2023,62,14/11/2023,62,dead,12/08/2023,60,dead,19/01/2024,58,dead,19/02/2024,49,dead,19/03/2024,50,dead,20/04/2024,50.5,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,27,3,3,Manuka Seedling,14/10/2023,37,14/11/2023,38,,12/08/2023,39.5,,19/01/2024,40.5,,19/02/2024,40,,19/03/2024,41.5,,20/04/2024,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,27,3,3,Privet,14/10/2023,23,14/11/2023,30.5,,12/08/2023,31.5,,19/01/2024,45,,19/02/2024,56,,19/03/2024,67,,20/04/2024,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,27,3,3,Nightshade,14/10/2023,51,14/11/2023,54,,12/08/2023,55,,19/01/2024,61,,19/02/2024,65,,19/03/2024,70,,20/04/2024,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,181,9,2,Manuka Sapling,12/10/2023,114,14/11/2023,123,,12/08/2023,133,flowering,19/01/2024,137,,19/02/2024,137,,19/03/2024,122.5,,20/04/2024,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,181,9,2,Wattle,14/10/2023,dead,14/11/2023,27.5,,12/08/2023,27.5,,19/01/2024,30,,19/02/2024,23,,19/03/2024,21,,20/04/2024,21,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,181,9,2,Privet,14/10/2023,27,14/11/2023,29,,12/08/2023,36,,19/01/2024,49,,19/02/2024,56,,19/03/2024,61,,20/04/2024,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,181,9,2,Nightshade,14/10/2023,16,14/11/2023,18,,12/08/2023,17,,19/01/2024,21.5,,19/02/2024,20,,19/03/2024,19,,20/04/2024,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,70,4,4,Manuka Sapling,12/10/2023,91,14/11/2023,90.5,,12/08/2023,93,,19/01/2024,94.5,,19/02/2024,96,,19/03/2024,94,,20/04/2024,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,70,4,4,Manuka Seedling,14/10/2023,32,14/11/2023,35,,12/08/2023,42,,19/01/2024,47,,19/02/2024,48.5,,19/03/2024,48,,20/04/2024,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,70,4,4,Wattle,14/10/2023,42.5,14/11/2023,54,,12/08/2023,70,,19/01/2024,100,psyllids,19/02/2024,126,,19/03/2024,159.5,,20/04/2024,202.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,70,4,4,Nightshade,14/10/2023,5,14/11/2023,10,,12/08/2023,9,,19/01/2024,10.5,,19/02/2024,11,,19/03/2024,12,,20/04/2024,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,255,11,2,Manuka Sapling,12/10/2023,84,14/11/2023,92,,12/08/2023,111,,19/01/2024,135,,19/02/2024,134,,19/03/2024,134.5,,20/04/2024,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,255,11,2,Wattle,14/10/2023,36,14/11/2023,40,,12/08/2023,47,,19/01/2024,64,,19/02/2024,72,,19/03/2024,84,,20/04/2024,97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,255,11,2,Privet,14/10/2023,31,14/11/2023,34.5,,12/08/2023,36.5,,19/01/2024,44.5,,19/02/2024,56.5,,19/03/2024,70,,20/04/2024,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,255,11,2,Nightshade,14/10/2023,17,14/11/2023,19.5,,12/08/2023,23.5,,19/01/2024,26,,19/02/2024,26,,19/03/2024,25,,20/04/2024,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,184,6,6,Manuka Sapling,12/10/2023,131,14/11/2023,130,dead,12/08/2023,130.5,dead,19/01/2024,132,dead,19/02/2024,129.5,dead,19/03/2024,128,dead,20/04/2024,127,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,184,6,6,Nightshade,14/10/2023,51,14/11/2023,53.5,,12/08/2023,50,,19/01/2024,50,,19/02/2024,53,,19/03/2024,25,,20/04/2024,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,184,6,6,Nightshade,14/10/2023,31,14/11/2023,35,,12/08/2023,36,,19/01/2024,28.5,,19/02/2024,30,,19/03/2024,42.5,,20/04/2024,46,no leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,184,6,6,Nightshade,14/10/2023,47,14/11/2023,50,,12/08/2023,52,,19/01/2024,48,,19/02/2024,48,,19/03/2024,51,,20/04/2024,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,224,10,2,Manuka Sapling,12/10/2023,49.5,14/11/2023,54.5,,12/08/2023,66.5,,19/01/2024,86,,19/02/2024,87,,19/03/2024,85.5,,20/04/2024,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,224,10,2,Wattle,14/10/2023,17,14/11/2023,31,,12/08/2023,35,,19/01/2024,57.5,,19/02/2024,56,,19/03/2024,60,,20/04/2024,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,224,10,2,Privet,14/10/2023,27.5,14/11/2023,38,,12/08/2023,47,,19/01/2024,61,,19/02/2024,62,,19/03/2024,70.5,,20/04/2024,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,224,10,2,Nightshade,14/10/2023,26,14/11/2023,32.5,,12/08/2023,24,,19/01/2024,33.5,,19/02/2024,45,,19/03/2024,43.5,,20/04/2024,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,98,8,8,Manuka Sapling,11/09/2023,124,14/11/2023,124,mostly dead,12/08/2023,121.5,dead,19/01/2024,122,dead,19/02/2024,121.5,dead,19/03/2024,121,dead,20/04/2024,121,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,98,8,8,Privet,14/10/2023,38,14/11/2023,49.5,,12/08/2023,50,,19/01/2024,69.5,,19/02/2024,81,,19/03/2024,97,,20/04/2024,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,98,8,8,Privet,14/10/2023,36,14/11/2023,64.5,,12/08/2023,70.5,,19/01/2024,93.5,,19/02/2024,108,,19/03/2024,106,,20/04/2024,106.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,98,8,8,Privet,14/10/2023,41,14/11/2023,53,,12/08/2023,62.5,,19/01/2024,91.5,,19/02/2024,108,,19/03/2024,120,,20/04/2024,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,230,20,5,Manuka Sapling,12/10/2023,113,14/11/2023,112.5,,12/08/2023,112,,19/01/2024,138.5,,19/02/2024,149,,19/03/2024,151,,20/04/2024,153.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,230,20,5,Manuka Seedling,14/10/2023,36,14/11/2023,35,,12/08/2023,37,,19/01/2024,41.5,,19/02/2024,41,,19/03/2024,43.5,,20/04/2024,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,230,20,5,Wattle,14/10/2023,20.5,14/11/2023,20.5,,12/08/2023,23.5,,19/01/2024,27.5,,19/02/2024,30.5,,19/03/2024,30,,20/04/2024,29,psyllids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,230,20,5,Privet,14/10/2023,32,14/11/2023,42,,12/08/2023,45,,19/01/2024,71.5,,19/02/2024,87,,19/03/2024,109,,20/04/2024,113.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,243,8,8,Manuka Sapling,12/10/2023,91,14/11/2023,90,,12/08/2023,92,flowering,19/01/2024,99,,19/02/2024,99.5,,19/03/2024,100,,20/04/2024,98.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,243,8,8,Privet,14/10/2023,38,14/11/2023,49.5,,12/08/2023,45,,19/01/2024,54.5,,19/02/2024,57.5,,19/03/2024,67,,20/04/2024,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,243,8,8,Privet,14/10/2023,40,14/11/2023,48.5,,12/08/2023,57.5,,19/01/2024,80,,19/02/2024,88,,19/03/2024,94,,20/04/2024,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,243,8,8,Privet,14/10/2023,42,14/11/2023,44,,12/08/2023,55,,19/01/2024,76.5,,19/02/2024,87.5,,19/03/2024,91,,20/04/2024,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,113,16,4,Manuka Sapling,12/10/2023,77,14/11/2023,84,,12/08/2023,91.5,,19/01/2024,101,,19/02/2024,109,,19/03/2024,119,,20/04/2024,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
