CreationDate,EndOutcome,Flowers_Seeds_PodsMothPlant,HeightMetresMothPlant,Area_m2MothPlant,OldestGrowthStageMothPlant,Flowers_Seeds_PodsGinger,Height_metresGinger,Area_m2Ginger,OldestGrowthStageGinger,Flowers_Seeds_PodsClimbingAsparagus,HeightMetresClimbingAsparagus,Area_m2ClimbingAsparagus,OldestGrowthStageClimbingAsparagus,Flowers_Seeds_PodsBushyAsparagus,HeightMetresBushyAsparagus,Area_m2BushyAsparagus,Flowers_Seeds_PodsWoolly,HeightMetresWoolly,Area_m2Woolly,OldestGrowthStageWoolly,Flowers_Seeds_PodsRhamnus,HeightMetresRhamnus,Area_m2Rhamnus,OldestGrowthStageRhamnus,Flowers_Seeds_PodsCoastalBanksia,HeightMetresCoastalBanksia,Area_m2CoastalBanksia,OldestGrowthStageCoastalBanksia,Flowers_Seeds_PodsJasmine,HeightMetresJasmine,Area_m2Jasmine,OldestGrowthStageJasmine,Flowers_Seeds_PodsBlueMorningGlory,HeightMetresBlueMorningGlory,Area_m2BlueMorningGlory,OldestGrowthStageBlueMorningGlory,Flowers_Seeds_PodsEnglishIvy,HeightMetresEnglishIvy,Area_m2EnglishIvy,OldestGrowthStageEnglishIvy,Flowers_Seeds_PodsPeriwinkle,HeightMetresPeriwinkle,Area_m2Periwinkle,Flowers_Seeds_PodsMadeiraVine,HeightMetresMadeiraVine,Area_m2MadeiraVine,OldestGrowthStageMadeiraVine,Flowers_Seeds_PodsHoneysuckle,HeightMetresHoneysuckle,Area_m2Honeysuckle,OldestGrowthStageHoneysuckle,x,y
29/04/2022 1:42,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.725361,-36.80941831
29/04/2022 1:48,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,,,,,,,,,,,,,,174.7254032,-36.80917624
29/04/2022 1:56,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7254097,-36.80928118
29/04/2022 1:58,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7253509,-36.80923047
29/04/2022 1:59,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7253475,-36.80917788
29/04/2022 2:00,SQ,6-Pods bursting or fruit mature,2,4,Adult,0-Don't know,,,Adult,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,3,4,Adult,,,,,,,,,3-Flowers visible,0.5,3,,,,,6-Pods bursting or fruit mature,2,3,Adult,174.7255565,-36.80953692
29/04/2022 2:02,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7252954,-36.80967727
29/04/2022 2:14,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.5,Juvenile,,,,,,,,,,,,174.7252954,-36.80967727
29/04/2022 2:16,SQ,4-NoSignOfFlowering,1,0.2,Seedling,4-NoSignOfFlowering,0.5,1,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7255565,-36.80953692
29/04/2022 2:18,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7255246,-36.80968999
29/04/2022 2:26,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7246233,-36.80984466
29/04/2022 2:27,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7246227,-36.80967308
29/04/2022 2:28,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7243441,-36.80951994
29/04/2022 2:40,S,4-NoSignOfFlowering,0.2,1,Seedling,,,,,,,,,,,,3-Flowers visible,2,1,Adult,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.2,0.2,Seedling,,,,,,,,,,,,174.7243441,-36.80951994
29/04/2022 2:42,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7241046,-36.80946877
29/04/2022 2:53,SQ,4-NoSignOfFlowering,0.5,1,Adult,,,,,,,,,,,,3-Flowers visible,2.5,1,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7238572,-36.8094787
29/04/2022 2:54,SQ,4-NoSignOfFlowering,0.25,0.25,Seedling,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,4,4,,,,,,,6,12,,,,,5-Pods or Fruit forming,4,,Adult,3-Flowers visible,2,10,,174.7245977,-36.80950896
2/05/2022 2:16,SQ,1-Too soon to tell,0.3,1,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-Too soon to tell,2,3,Adult,174.7253779,-36.80866537
3/05/2022 1:10,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7238854,-36.80964856
3/05/2022 1:12,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7241231,-36.80971306
3/05/2022 1:30,SQ,1-Too soon to tell,0.2,0.25,Juvenile,,,,,,,,,,,,1-Too soon to tell,0.3,0.25,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7243391,-36.80979973
3/05/2022 1:37,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7208997,-36.81086683
3/05/2022 1:41,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7211612,-36.8106546
3/05/2022 1:45,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7211801,-36.81065385
3/05/2022 1:46,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7211054,-36.81065686
3/05/2022 1:48,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7211708,-36.81051676
3/05/2022 1:57,SQ,1-Too soon to tell,0.4,0.25,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7211147,-36.81051902
3/05/2022 2:07,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7213234,-36.81038706
3/05/2022 2:14,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7213234,-36.81038706
3/05/2022 2:17,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7211904,-36.81040075
3/05/2022 2:21,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7204321,-36.81042724
3/05/2022 2:22,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.720429,-36.810379
3/05/2022 2:24,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.720426,-36.81033081
3/05/2022 2:26,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7204229,-36.81028257
3/05/2022 2:31,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7204199,-36.81023437
3/05/2022 2:33,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7204169,-36.81018614
3/05/2022 2:39,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7204138,-36.81013794
3/05/2022 2:40,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7204108,-36.8100897
3/05/2022 2:42,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7204077,-36.81004151
3/05/2022 2:48,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7204046,-36.80999327
3/05/2022 2:52,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7203985,-36.80989683
3/05/2022 2:53,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7203955,-36.80984864
3/05/2022 2:55,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7203925,-36.8098004
3/05/2022 3:11,SQ,1-Too soon to tell,0.5,0.5,Juvenile,1-Too soon to tell,1,1,Juvenile,,,,,,,,1-Too soon to tell,0.3,0.3,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7211499,-36.81018769
3/05/2022 3:19,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7210966,-36.81023706
3/05/2022 3:30,SQ,,,,,,,,,1-Too soon to tell,0.2,0.2,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7210936,-36.81018995
3/05/2022 3:32,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7210777,-36.81007726
3/05/2022 22:00,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7207946,-36.81008794
3/05/2022 22:08,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7205849,-36.81009624
3/05/2022 22:10,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7211638,-36.80993208
3/05/2022 22:11,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7212841,-36.80995649
3/05/2022 22:22,SQ,,,,,,,,,,,,,,,,1-Too soon to tell,0.1,0.5,Seedling,,,,,,,,,,,,,1-Too soon to tell,1,1,Adult,,,,,,,,,,,,,,,,174.7212841,-36.80995649
3/05/2022 22:27,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7212737,-36.80982867
3/05/2022 22:30,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7212737,-36.80982867
3/05/2022 22:31,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7211475,-36.80966059
3/05/2022 22:34,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7212633,-36.80970086
3/05/2022 22:43,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7212553,-36.80958536
3/05/2022 22:46,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7212553,-36.80958536
3/05/2022 22:52,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7212418,-36.8093498
3/05/2022 22:55,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7202294,-36.80943591
3/05/2022 22:59,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7212553,-36.80958536
3/05/2022 23:10,SQ,1-Too soon to tell,0.5,1,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7211572,-36.80937192
3/05/2022 23:14,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7219652,-36.80879428
3/05/2022 23:37,SQ,2-Buds forming,2,2,Adult,1-Too soon to tell,1.5,1,Juvenile,,,,,,,,2-Buds forming,1,1,Juvenile,,,,,,,,,1-Too soon to tell,1,1,Juvenile,,,,,1-Too soon to tell,2,4,Adult,,,,,,,,1-Too soon to tell,2,1,Adult,174.7230219,-36.8088149
4/05/2022 0:08,SQ,6-Pods bursting or fruit mature,3,2,Adult,3-Flowers visible,2,3,Adult,1-Too soon to tell,0.5,0.25,Adult,1-Too soon to tell,0.5,0.5,,,,,,,,,,,,,4-NoSignOfFlowering,1,5,Adult,,,,,6-Pods bursting or fruit mature,3,6,Adult,,,,,,,,1-Too soon to tell,3,4,,174.7230204,-36.8087473
4/05/2022 0:11,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7228659,-36.80910445
4/05/2022 0:12,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7228554,-36.80899691
4/05/2022 0:13,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7228528,-36.80889352
4/05/2022 0:14,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7228558,-36.80879847
4/05/2022 0:51,SQ,1-Too soon to tell,1,6,Adult,1-Too soon to tell,0.5,2,Adult,1-Too soon to tell,0.5,0.25,Juvenile,,,,,,,,,,,,,,,,1-Too soon to tell,0.5,0.5,Juvenile,,,,,,,,,,,,,,,,,,,,174.720526,-36.8094023
4/05/2022 2:03,SQ,,,,,6-Pods bursting or fruit mature,1.5,6,Adult,,,,,,,,4-NoSignOfFlowering,0.5,0.75,Juvenile,,,,,,,,,4-NoSignOfFlowering,1,0.5,Adult,,,,,,,,,,,,,,,,,,,,174.7230197,-36.80848394
4/05/2022 2:06,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7214274,-36.80863171
4/05/2022 2:09,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.722746,-36.80839505
4/05/2022 2:10,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7227516,-36.80853897
4/05/2022 2:12,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7224267,-36.80859077
4/05/2022 2:24,SQ,,,,,6-Pods bursting or fruit mature,1,2,Adult,,,,,4-NoSignOfFlowering,0.5,0.25,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.3,2,Adult,,,,,,,,4-NoSignOfFlowering,2,1,Adult,174.7224248,-36.80837829
4/05/2022 2:26,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7223666,-36.80816107
4/05/2022 2:36,SQ,,,,,6-Pods bursting or fruit mature,2,1,Adult,,,,,,,,4-NoSignOfFlowering,2,1,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7216938,-36.80858923
4/05/2022 2:37,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7216938,-36.80858923
4/05/2022 2:38,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7223641,-36.807854
4/05/2022 2:41,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7229554,-36.80766385
4/05/2022 2:57,SQ,4-NoSignOfFlowering,3,2,Adult,5-Pods or Fruit forming,2,2,Adult,,,,,,,,4-NoSignOfFlowering,2,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,4,3,Adult,174.7219593,-36.80857266
5/05/2022 22:21,S,4-NoSignOfFlowering,3,4,Juvenile,4-NoSignOfFlowering,2,1,Juvenile,,,,,,,,2-Buds forming,2,3,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,2,Juvenile,174.7224718,-36.80732485
5/05/2022 22:36,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7214831,-36.80892596
5/05/2022 22:48,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7214831,-36.80892596
5/05/2022 23:00,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7214903,-36.80906757
5/05/2022 23:08,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7217957,-36.8090516
5/05/2022 23:19,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-Pods bursting or fruit mature,2,8,Adult,,,,,,,,,,,,174.7215005,-36.80920436
5/05/2022 23:43,SQ,1-Too soon to tell,0.3,2,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.25,Adult,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,1,Adult,174.7219757,-36.80920311
5/05/2022 23:46,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7219854,-36.8093435
5/05/2022 23:47,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7221909,-36.80934053
5/05/2022 23:59,SQ,,,,,6-Pods bursting or fruit mature,1.5,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,2,2,Adult,174.7215128,-36.80937259
6/05/2022 0:02,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7216196,-36.80959991
6/05/2022 0:04,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7215567,-36.80948365
6/05/2022 0:05,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7215602,-36.80954257
6/05/2022 0:09,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7219722,-36.80960443
6/05/2022 0:20,SQ,4-NoSignOfFlowering,2.5,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,1,Adult,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,0.25,Adult,174.7215386,-36.80976641
6/05/2022 0:23,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7214061,-36.80969343
6/05/2022 1:14,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7215557,-36.80992915
6/05/2022 1:19,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7214269,-36.80994906
6/05/2022 1:42,SQ,4-NoSignOfFlowering,1,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7214269,-36.80994906
6/05/2022 2:18,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7214661,-36.81037855
6/05/2022 2:27,S,4-NoSignOfFlowering,1,5,Juvenile,5-Pods or Fruit forming,3,10,Adult,,,,,,,,4-NoSignOfFlowering,3,6,Adult,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.5,Seedling,,,,,,,,4-NoSignOfFlowering,2,3,Juvenile,174.7214661,-36.81037855
6/05/2022 2:46,SQ,1-Too soon to tell,1,2,Adult,2-Buds forming,1,,Adult,,,,,,,,4-NoSignOfFlowering,1,2,Adult,,,,,,,,,1-Too soon to tell,2,4,Adult,,,,,,,,,,,,,,,,,,,,174.7215748,-36.81024024
6/05/2022 2:48,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7214661,-36.81037855
9/05/2022 22:10,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7201262,-36.81121555
9/05/2022 22:12,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7201262,-36.81121555
9/05/2022 22:13,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7204106,-36.81060775
9/05/2022 22:15,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7198788,-36.81118191
9/05/2022 22:19,S,4-NoSignOfFlowering,2,5,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7198892,-36.81109733
9/05/2022 22:19,S,5-Pods or Fruit forming,3,7,Adult,,,,,,,,,,,,4-NoSignOfFlowering,1.2,1,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7204266,-36.81077362
9/05/2022 22:20,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7198423,-36.81078092
9/05/2022 22:22,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7201556,-36.81076583
9/05/2022 22:23,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7200674,-36.8106515
9/05/2022 22:25,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7197791,-36.81060666
9/05/2022 22:31,SQ,5-Pods or Fruit forming,2,8,Adult,,,,,,,,,,,,4-NoSignOfFlowering,1,1,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7204106,-36.81096104
9/05/2022 22:36,SQ,4-NoSignOfFlowering,1,2,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,3,Adult,,,,,,,,,,,,174.725779,-36.81200954
9/05/2022 22:37,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7196192,-36.81016212
9/05/2022 22:45,S,,,,,5-Pods or Fruit forming,3,5,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7195577,-36.81000031
9/05/2022 22:54,SQ,4-NoSignOfFlowering,0.5,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-Too soon to tell,3,5,Adult,,,,,,,,,,,,174.7196737,-36.8103083
9/05/2022 23:05,SQ,4-NoSignOfFlowering,0.5,0.5,Seedling,,,,,4-NoSignOfFlowering,1,3,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7195419,-36.80986167
9/05/2022 23:10,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7190907,-36.80941957
9/05/2022 23:19,SQ,6-Pods bursting or fruit mature,4,4,Adult,6-Pods bursting or fruit mature,1.5,2,Adult,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,0.5,Adult,3-Flowers visible,5,10,Adult,6-Pods bursting or fruit mature,3,5,Adult,,,,,,,,,,,,174.7195487,-36.80956772
9/05/2022 23:22,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7195164,-36.80941693
9/05/2022 23:24,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7192661,-36.80937607
9/05/2022 23:27,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7191808,-36.80960003
9/05/2022 23:27,SQ,,,,,4-NoSignOfFlowering,1,2,Juvenile,4-NoSignOfFlowering,1,4,Seedling,,,,4-NoSignOfFlowering,0.5,0.5,Seedling,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,2,Juvenile,,,,,,,,,,,,174.7189416,-36.80947937
9/05/2022 23:28,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7191994,-36.80974458
9/05/2022 23:33,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7192034,-36.8098947
9/05/2022 23:34,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.719222,-36.81004222
9/05/2022 23:47,SQ,4-NoSignOfFlowering,3,5,Adult,,,,,,,,,,,,4-NoSignOfFlowering,0.3,1,Juvenile,,,,,,,,,,,,,,,,,1-Too soon to tell,0.2,1,Juvenile,,,,,,,,,,,,174.7193362,-36.81033395
9/05/2022 23:48,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7193968,-36.81048248
9/05/2022 23:50,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7194743,-36.81065313
9/05/2022 23:53,SQ,1-Too soon to tell,0.3,1,Seedling,6-Pods bursting or fruit mature,2,1,Adult,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.3,2,Adult,,,,,1-Too soon to tell,0.1,0.5,Seedling,,,,,,,,,,,,174.7192733,-36.81019783
9/05/2022 23:56,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7195151,-36.81090652
9/05/2022 23:57,S,4-NoSignOfFlowering,2,1,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,1,Adult,,,,,,,,,,,,174.7187253,-36.81035394
9/05/2022 23:59,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7194049,-36.81120144
10/05/2022 0:00,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.718743,-36.81057334
10/05/2022 0:01,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.718703,-36.81052221
10/05/2022 0:03,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7187253,-36.81035394
10/05/2022 0:09,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,0.25,Adult,,,,,,,,,,,,174.7192852,-36.81096209
10/05/2022 0:10,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.718963,-36.81042787
10/05/2022 0:11,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7191661,-36.81117093
10/05/2022 0:13,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.718959,-36.81114947
